cnpj,identificador_matriz_filial,razao_social,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,codigo_pais,nome_pais,natureza_juridica,data_inicio_atividade,cnae,descricao_tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,municipio_import,ddd1,ddd2,ddd_fax,email,qualificacao_do_responsavel,capital_social,porte,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_do_simples,opcao_pelo_mei,situacao_especial,data_situacao_especial,telefone_completo_1,telefone_completo_2,endereco,municipio,tel_maps,site,whatsapp,instagram,facebook,email_site,score,status,socios,tel_opencnpj,email_opencnpj,site_google,atualizado_em
10896506000184,1,PORTAL SUL PORTAS E JANELAS LTDA,PORTAL SUL PORTAS E JANELAS,2,2009-05-12,0,,,,2062,2009-05-12,4744099,RUA,BULGARIA,64,,VILA NAIR,12231360,SP,7099,SAO JOSE DOS CAMPOS,12  39412366,,,sertec@serteccontabil.com.br,49,50000.00,01,1,2009-05-12,,0,,,,,"BULGARIA, 64 — VILA NAIR",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10896907000134,1,ANDRADE & MAIA PARTICIPACOES LTDA,,2,2009-05-28,0,,,,2062,2009-05-28,6462000,RUA,DAS ARRAIAS,50,SALA  1101,PARQUE RESIDENCIAL AQUARIUS,12246330,SP,7099,SAO JOSE DOS CAMPOS,12  39422063,,12  39422065,PROCESSOS@ORTECNET.COM.BR,49,2419600.00,05,0,,,0,,,,,"DAS ARRAIAS, 50 — PARQUE RESIDENCIAL AQUARIUS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10897151000148,1,EDLANIA PAES MIRANDA ENTREGAS RAPIDAS,,2,2009-06-10,0,,,,2135,2009-06-10,5320201,RUA,SETE,139,,JARDIM REPUBLICA,12234884,SP,7099,SAO JOSE DOS CAMPOS,12  81274556,,12  39371837,pricon@uol.com.br,50,8000.00,01,1,2009-06-10,,0,,,,,"SETE, 139 — JARDIM REPUBLICA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10899822000100,1,CNTVALLE CONSULTORIA DE SEGUROS LTDA,CONECTAVALLE SOLUCOES FINANCEIRAS E SEGUROS,2,2009-06-01,0,,,,2062,2009-06-01,6622300,AVENIDA,CASSIOPEIA,8,,JARDIM SATELITE,12230010,SP,7099,SAO JOSE DOS CAMPOS,12  30325080,,,SEGUROS@CONECTAVALLE.COM.BR,49,10000.00,03,1,2016-01-01,,0,,,,,"CASSIOPEIA, 8 — JARDIM SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10900266000144,1,RENAN FERNANDES GUAITOLINI,,2,2009-06-02,0,,,,2135,2009-06-02,8219999,RUA,ANESIA NUNES MATARAZZO,63,,VILA RUBI,12245581,SP,7099,SAO JOSE DOS CAMPOS,12  39422447,12  39215004,12  39422447,badilho@terra.com.br,50,1000.00,01,1,2009-06-02,,0,,,,,"ANESIA NUNES MATARAZZO, 63 — VILA RUBI",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10900358000124,1,NAMI-AZUL COMERCIO DE ARTIGOS DE VESTUARIO LTDA,,2,2009-03-30,0,,,,2062,2009-03-30,4781400,AVENIDA,DEPUTADO BENEDITO MATARAZZO,9403,LOJA  S-310,JARDIM OSVALDO CRUZ,12215900,SP,7099,SAO JOSE DOS CAMPOS,12  32044932,12  32044933,12  32044932,contabma@terra.com.br,49,190000.00,05,1,2018-01-01,,0,,,,,"DEPUTADO BENEDITO MATARAZZO, 9403 — JARDIM OSVALDO CRUZ",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10900360000101,1,A. S. COMERCIO DE MOVEIS LTDA,,2,2009-06-16,0,,,,2062,2009-06-16,4754701,RUA,JAGUARAO,475,,CHACARAS REUNIDAS,12238410,SP,7099,SAO JOSE DOS CAMPOS,12  39233048,12  39233048,,ATHENASCONTABIL@TERRA.COM.BR,49,30000.00,01,0,2009-06-16,2019-12-31,0,,,,,"JAGUARAO, 475 — CHACARAS REUNIDAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10900480000109,1,CONDOMINIO BRISA DO PARQUE RESIDENCIAL,CONDOMINIO BRISA DO PARQUE RESIDENCIAL,2,2009-05-13,0,,,,3085,2009-05-13,8112500,RUA,JOSE MARIA MONTEIRO,200,,VILA ZIZINHA,12211021,SP,7099,SAO JOSE DOS CAMPOS,12  40091111,,,luciana@sigecon.com,19,0.00,05,0,,,0,,,,,"JOSE MARIA MONTEIRO, 200 — VILA ZIZINHA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10900605000192,1,FLAVIA DE MOURA RIBEIRO,,2,2009-06-08,0,,,,2135,2009-06-08,8219999,RUA,POLAR,80,APT   08                  BLOCO D,JARDIM SATELITE,12230240,SP,7099,SAO JOSE DOS CAMPOS,12  39422447,12  39215004,12  39422447,badilho@terra.com.br,50,1000.00,01,1,2009-06-08,,0,,,,,"POLAR, 80 — JARDIM SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10900698000155,1,WL DOS SANTOS LEMOS,,2,2009-05-27,0,,,,2135,2009-05-27,4754701,RUA,MAJOR ANTONIO DOMINGUES,354,,CENTRO,12245750,SP,7099,SAO JOSE DOS CAMPOS,12  39119337,,12  38762992,ADL@CADERODEVALE.COM.BR,50,78800.00,01,1,2009-05-27,,1,,,,,"MAJOR ANTONIO DOMINGUES, 354 — CENTRO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10900704000174,1,JACSON REIS DA SILVA,,2,2009-05-29,0,,,,2135,2009-05-29,4530704,RUA,VIRGILIO FERNANDES DE OLIVEIRA,384,,CAMPOS DE SAO JOSE,12226690,SP,7099,SAO JOSE DOS CAMPOS,12  39021076,,,JACSONREIS.S@HOTMAIL.COM,50,15000.00,01,1,2009-05-29,,0,,,,,"VIRGILIO FERNANDES DE OLIVEIRA, 384 — CAMPOS DE SAO JOSE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10900919000195,1,JEFFERSON LUIZ DA SILVA LUZ,,2,2009-06-08,0,,,,2135,2009-06-08,6821801,RUA,DAS BEGONIAS,261,,JARDIM DAS FLORES,12247770,SP,7099,SAO JOSE DOS CAMPOS,12  39422447,12  39215004,12  39422447,badilho@terra.com.br,50,1000.00,01,1,2009-06-08,,0,,,,,"DAS BEGONIAS, 261 — JARDIM DAS FLORES",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10901847000109,1,RODRIGO AVELAR RAMIRO FERREIRA,,2,2009-06-05,0,,,,2135,2009-06-05,9529103,RUA,BENEDITO DE SOUZA,212,,RESIDENCIAL UNIAO,12239036,SP,7099,SAO JOSE DOS CAMPOS,12  39211870,,,cont.band@terra.com.br,50,5000.00,01,1,2009-06-05,,0,,,,,"BENEDITO DE SOUZA, 212 — RESIDENCIAL UNIAO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10902192000185,1,YAN - YAMAMURAS & AZEREDOS EM NEUROCIENCIAS LTDA,,2,2009-06-10,0,,,,2240,2009-06-10,8630503,AVENIDA,DR. ADHEMAR DE BARROS,566,SALA  309/310             ANDAR 3                   EDIF  PROFISSIONAL CENTER,JARDIM SAO DIMAS,12245011,SP,7099,SAO JOSE DOS CAMPOS,12  39424080,12  39429008,12  39414291,contato@caoll.com.br,49,2000.00,05,1,2015-01-01,,0,,,,,"DR. ADHEMAR DE BARROS, 566 — JARDIM SAO DIMAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10902403000180,1,MEDLINK EMERGENCIAS MEDICAS E REMOCOES LTDA,,2,2009-06-10,0,,,,2240,2009-06-10,8621601,RUA,SANTO AGOSTINHO,49,,VILA ADYANA,12243800,SP,7099,SAO JOSE DOS CAMPOS,12  39424080,12  39429008,12  39414291,CONTATO@MEDLINKEMERGENCIAS.COM.BR,49,500000.00,05,0,2015-01-01,2015-12-31,0,,,,,"SANTO AGOSTINHO, 49 — VILA ADYANA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10903290000137,1,MATHEUS DE ALMEIDA SANTOS,,2,2009-06-03,0,,,,2135,2009-06-03,8219999,RUA,CATU,152,,JARDIM VALE DO SOL,12238150,SP,7099,SAO JOSE DOS CAMPOS,12  39422447,12  39215004,12  39422447,badilho@terra.com.br,50,1000.00,01,0,2009-06-03,2014-12-31,0,,,,,"CATU, 152 — JARDIM VALE DO SOL",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10903298000101,1,SILVIO P. PINTO BAR,SILVIO P. PINTO BAR,2,2009-06-09,0,,,,2135,2009-06-09,5611204,RUA,BENEDITO LACERDA,490,,VILA ESTER,12221570,SP,7099,SAO JOSE DOS CAMPOS,12  39295040,,12  39060036,aledcontabil@ig.com.br,50,6000.00,01,1,2009-06-09,,0,,,,,"BENEDITO LACERDA, 490 — VILA ESTER",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10903341000120,1,CIBELE ADRIANA ALVES COITO,BILUKA PAPELARIA E BAZAR,2,2009-06-15,0,,,,2135,2009-06-15,4761003,AVENIDA,NICANOR REIS,71,,JARDIM TORRAO DE OURO,12229000,SP,7099,SAO JOSE DOS CAMPOS,12  39447608,,12  39447608,cacilda_ap@uol.com.br,50,10000.00,01,1,2009-06-15,,0,,,,,"NICANOR REIS, 71 — JARDIM TORRAO DE OURO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10904023000184,1,CALIL SERVICOS ADMINISTRATIVOS E GESTAO EMPRESARIL LTDA,CALIL CONSULTORIA E GESTAO EMPRESARIAL LTDA,2,2009-05-15,0,,,,2062,2009-05-15,8211300,RUA,DOUTOR MARCOS FIUZA SILVA,25,,URBANOVA,12244853,SP,7099,SAO JOSE DOS CAMPOS,12  74040797,,,LUCASCALILF@GMAIL.COM,49,10000.00,01,1,2015-01-01,,0,,,,,"DOUTOR MARCOS FIUZA SILVA, 25 — URBANOVA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10905280000130,1,MATTOS & MATTOS SALGADOS LTDA,,2,2009-06-04,0,,,,2062,2009-06-04,5611203,AVENIDA,CIDADE JARDIM,4992,,JARDIM PORTUGAL,12232000,SP,7099,SAO JOSE DOS CAMPOS,12  30194327,,,SN@SNCONTABILIDADE.COM.BR,49,10000.00,01,1,2009-06-04,,0,,,,,"CIDADE JARDIM, 4992 — JARDIM PORTUGAL",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10905330000180,1,SILVA & ARAUJO PRESTACAO DE SERVICOS DE TRANSPORTES LTDA,SERVMVALE PRESTACAO DE SERVICOS,2,2009-05-27,0,,,,2240,2009-05-27,5212500,RUA,ALBERTINO DE ALMEIDA,76,CASA  03,VILA INDUSTRIAL,12220480,SP,7099,SAO JOSE DOS CAMPOS,12  91114861,12  91866020,,supermit@ig.com.br,49,5000.00,01,0,2009-05-27,2019-12-31,0,,,,,"ALBERTINO DE ALMEIDA, 76 — VILA INDUSTRIAL",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10906083000136,1,R & R FUNILARIA LTDA,,2,2009-03-16,0,,,,2062,2009-03-16,4520002,AVENIDA,BARBACENA,606,,JARDIM ISMENIA,12221000,SP,7099,SAO JOSE DOS CAMPOS,12  39375580,,12  39375580,contabilteixeira@terra.com.br,49,30000.00,01,1,2009-03-16,,0,,,,,"BARBACENA, 606 — JARDIM ISMENIA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10906284000133,1,AUTHENTIQUE VILA EMA,,2,2009-04-08,0,,,,3085,2009-04-08,8112500,AVENIDA,HEITOR VILLA LOBOS,500,,VILA EMA,12243260,SP,7099,SAO JOSE DOS CAMPOS,11  31463971,,,,19,0.00,05,0,,,0,,,,,"HEITOR VILLA LOBOS, 500 — VILA EMA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10906644000105,1,INUSITADA COMERCIO DE VESTUARIO E ACESSORIOS E BRINQUEDOS LTDA,ESTILO & CIA - MODAS,2,2009-06-09,0,,,,2062,2009-06-09,4781400,AVENIDA,OURO FINO,2.752,,BOSQUE DOS EUCALIPTOS,12223400,SP,7099,SAO JOSE DOS CAMPOS,12  39397569,12  97670383,12  39397569,tavarescontador@bol.com.br,49,5000.00,01,1,2009-06-09,,0,,,,,"OURO FINO, 2.752 — BOSQUE DOS EUCALIPTOS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10906841000116,1,NOVALE MARKETING LTDA,,2,2009-06-10,0,,,,2062,2009-06-10,4221905,RUA,MAJOR ANTONIO DOMINGUES,354,,CENTRO,12245750,SP,7099,SAO JOSE DOS CAMPOS,12  39212955,,,PROCESSOS@CONTABILEXVALE.COM.BR,49,5000.00,01,0,2019-01-01,2019-12-31,0,,,,,"MAJOR ANTONIO DOMINGUES, 354 — CENTRO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10908329000109,1,ADSUR BRASIL - MOTORES PARA ELEVADORES LTDA.,ADSUR BRASIL LTDA.,2,2009-04-09,0,,,,2062,2009-04-09,4669999,ALAMEDA,HARVEY C. WEEKS,14,SALA  33,CIDADE VISTA VERDE,12223830,SP,7099,SAO JOSE DOS CAMPOS,11  32570088,11  32570088,11  32570339,acapra@cmzadv.com.br,5,500000.00,05,0,,,0,,,,,"HARVEY C. WEEKS, 14 — CIDADE VISTA VERDE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10908331000188,1,F. N. VAZ DE LIMA,,2,2009-06-04,0,,,,2135,2009-06-04,4781400,AVENIDA,DEPUTADO BENEDITO MATARAZZO,9403,LOJA  G,JARDIM OSWALDO CRUZ,12215900,SP,7099,SAO JOSE DOS CAMPOS,19  36231827,,,escritoriobaesso@escritoriobaesso.com.br,50,50000.00,03,1,2009-06-04,,0,,,,,"DEPUTADO BENEDITO MATARAZZO, 9403 — JARDIM OSWALDO CRUZ",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10908605000139,1,DANIEL JOSE BERNARDO RESENDE,DR CONTABILIDADE,2,2009-06-17,0,,,,2135,2009-06-17,6920601,PRAÇA,CARLOS GOMES,70,SALA  05,JARDIM PAULISTA,12216010,SP,7099,SAO JOSE DOS CAMPOS,12  91213533,12  32066297,,danielbresende@hotmail.com,50,1000.00,01,1,2009-06-17,,0,,,,,"CARLOS GOMES, 70 — JARDIM PAULISTA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10909146000108,1,S. C. P. SILVA PERFUMARIA,JOLI COSMETICOS,2,2009-06-16,0,,,,2135,2009-06-16,4772500,RUA,CARPINTEIROS,455,,PARQUE NOVO HORIZONTE,12225650,SP,7099,SAO JOSE DOS CAMPOS,12  30211078,,,processo@contabilidadenovohorizonte.com.br,50,7000.00,01,1,2009-06-16,,0,,,,,"CARPINTEIROS, 455 — PARQUE NOVO HORIZONTE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10910423000100,1,LEONARDO JUSHO ABE,,2,2009-06-22,0,,,,4120,2009-06-22,210106,RODOVIA,PEDRO DAVID,15,FAZENDA DAS FLORES,SAO FRANCISCO XAVIER,12249000,SP,7099,SAO JOSE DOS CAMPOS,12  97911556,12  97243130,12  39791165,nativasleo@ig.com.br,59,0.00,05,0,,,0,,,,,"PEDRO DAVID, 15 — SAO FRANCISCO XAVIER",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10910611000120,1,MERCADINHO HORTIFRUTI 2010 LTDA,,2,2019-04-30,0,,,,2062,2009-06-05,4712100,AVENIDA,OCTAVIA PORTO RODRIGUES,600,SALA  1,RESIDENCIAL GALO BRANCO,12247600,SP,7099,SAO JOSE DOS CAMPOS,12  97224715,,,conler@uol.com.br,49,10000.00,01,0,2009-06-05,2012-12-31,0,,,,,"OCTAVIA PORTO RODRIGUES, 600 — RESIDENCIAL GALO BRANCO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10910854000169,1,BRASIL MACHADO SERVICOS MEDICOS SS,,2,2009-06-18,0,,,,2232,2009-06-18,8630503,AVENIDA,HEITOR VILLA LOBOS,500,APT   142                 BLOCO A,VILA EMA,12243260,SP,7099,SAO JOSE DOS CAMPOS,12  39526491,,15  32325518,ACJCONTABILIDADE.PROCESSOS@HOTMAIL.COM,49,4400.00,05,0,,,0,,,,,"HEITOR VILLA LOBOS, 500 — VILA EMA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10910903000163,1,"L & M PRESTACAO E EXPORTACAO DE SERVICOS DE ENGENHARIA E TREINAMENTOS TECNICOS, LTDA","PENSA - PROJETOS, ENGENHARIA E SERVICOS EM AVIACAO",2,2009-06-12,0,,,,2062,2009-06-12,3316301,AVENIDA,SHISHIMA HIFUMI,2911,MODULO AM001,URBANOVA,12244390,SP,7099,SAO JOSE DOS CAMPOS,12  37972094,,,ABARISBRAZIL@ABARIS.COM,49,25000.00,03,1,2015-01-01,,0,,,,,"SHISHIMA HIFUMI, 2911 — URBANOVA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10911039000114,1,N. R & F. S ARTEFATOS DE CIMENTO LTDA,,2,2009-06-09,0,,,,2062,2009-06-09,4744005,RUA,VISCONDE DE INHAUMA,26,,JARDIM LAGO DO PUTIM,12228070,SP,7099,SAO JOSE DOS CAMPOS,12  39310778,,12  39310778,SUPORTCONT@UOL.COM.BR,49,50000.00,01,0,2010-01-01,2012-12-31,0,,,,,"VISCONDE DE INHAUMA, 26 — JARDIM LAGO DO PUTIM",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10911093000160,1,LEILA SOLANGE SILVA RODRIGUES,L S R CONFEITARIA,2,2009-06-22,0,,,,2135,2009-06-22,4721102,RUA,ANDORRA,500,QUIOSQQD11,JARDIM AMERICA,12235050,SP,7099,SAO JOSE DOS CAMPOS,12  39041800,,,JOSEMAR@SATELITECONTABIL.COM.BR,50,20000.00,01,1,2009-06-22,,0,,,,,"ANDORRA, 500 — JARDIM AMERICA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10912431000188,1,BEATRIZ DE OLIVEIRA COSTA MERCEARIA,,2,2009-06-18,0,,,,2135,2009-06-18,4712100,AVENIDA,PARARANGABA,343,,JARDIM PARARANGABA,12224790,SP,7099,SAO JOSE DOS CAMPOS,12  39060333,,,contabilidade.padua@itelefonica.com.br,50,3500.00,01,1,2010-01-01,,0,,,,,"PARARANGABA, 343 — JARDIM PARARANGABA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10912960000181,1,DMZ EVENTOS LTDA,,2,2009-06-19,0,,,,2062,2009-06-19,8230001,RODOVIA,PRESIDENTE DUTRA,140,,EUGENIO DE MELLO,12247004,SP,7099,SAO JOSE DOS CAMPOS,12  32072112,12  81327987,12  32072112,DELMINAB@GMAIL.COM,49,10000.00,03,1,2011-01-01,,0,,,,,"PRESIDENTE DUTRA, 140 — EUGENIO DE MELLO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10913399000155,1,J F CAVALCANTE PISOS,J F PISOS,2,2009-06-18,0,,,,2135,2009-06-18,4330405,PRAÇA,YAMAGATA,100,,JD ORIENTE,12236021,SP,7099,SAO JOSE DOS CAMPOS,12  39331496,12  39331496,,cont_oriente@hotmail.com,50,50000.00,01,0,2010-01-01,2012-12-31,0,,,,,"YAMAGATA, 100 — JD ORIENTE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10913662000106,1,ANTONIO FRANCISCO,,2,2009-06-23,0,,,,4120,2009-06-23,119999,ESTRADA,SAO JOSE DOS CAMPOS - CAMPOS DO JORDAO - SP 50,13000,SITIO VAN GUARDA,AGUA SOCA,12213840,SP,7099,SAO JOSE DOS CAMPOS,12  30188950,,,ASSESSORIAZORDNA@GMAIL.COM,59,0.00,05,0,,,0,,,,,"SAO JOSE DOS CAMPOS - CAMPOS DO JORDAO - SP 50, 13000 — AGUA SOCA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10914393000100,1,CASTRO EMPREITEIRA DE MAO DE OBRA LTDA,,2,2009-05-20,0,,,,2062,2009-05-20,4120400,RUA,BENEDICTA TURCO,272,,CAMPO DOS ALEMAES,12239440,SP,7099,SAO JOSE DOS CAMPOS,12  39331496,,,contabiloriente12@gmail.com,49,275000.00,01,0,,,0,,,,,"BENEDICTA TURCO, 272 — CAMPO DOS ALEMAES",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10914626000167,1,RODRIGO DOS SANTOS DIAS,ESQUINA CARIOCA,2,2009-05-13,0,,,,2135,2009-05-13,5611203,RUA,IPANEMA,536,,JARDIM SATELITE,12230070,SP,7099,SAO JOSE DOS CAMPOS,12  39398166,12  39398166,,carlosmedeiro@ig.comb.r,50,10000.00,01,1,2011-01-01,,0,,,,,"IPANEMA, 536 — JARDIM SATELITE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10914887000187,1,M P RAMALHO RESTAURANTE,AQUARIUS GRILL,2,2009-06-15,0,,,,2135,2009-06-15,5611201,AVENIDA,COMENDADOR VICENTE DE PAULA,398,,JARDIM AQUARIUS,12246856,SP,7099,SAO JOSE DOS CAMPOS,12  39518007,12  97040548,12  39518007,waleumaia@ig.com.br,50,10000.00,01,1,2009-06-15,,0,,,,,"COMENDADOR VICENTE DE PAULA, 398 — JARDIM AQUARIUS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10914890000109,1,KAIROS EMBALAGENS LTDA,HAPPY EMBALAGENS,2,2009-06-15,0,,,,2062,2009-06-15,4761003,RUA,GOVERNADOR VALADARES,61,,VILA IRACEMA,12228140,SP,7099,SAO JOSE DOS CAMPOS,12  39442571,,,GIOVANNI_RODOLFO@HOTMAIL.COM,49,5000.00,01,1,2020-01-01,,0,,,,,"GOVERNADOR VALADARES, 61 — VILA IRACEMA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10914894000189,1,DELFRIO REFRIGERACAO E CLIMATIZACAO LTDA,DELFRIO,2,2009-06-16,0,,,,2062,2009-06-16,4322302,RUA,JOAO TEIXEIRA NETO,72,APT   141,PARQUE RESIDENCIAL AQUARIUS,12246160,SP,7099,SAO JOSE DOS CAMPOS,12  39369263,,12  39239246,DEL.FRIO@HOTMAIL.COM,49,130000.00,03,1,2020-01-01,,0,,,,,"JOAO TEIXEIRA NETO, 72 — PARQUE RESIDENCIAL AQUARIUS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10914913000177,1,RAFAEL PEREIRA DA SILVA,GRANITE VALE,2,2009-06-22,0,,,,2135,2009-06-22,4679602,RUA,XINGU,271,,VILA SAO BENTO,12231560,SP,7099,SAO JOSE DOS CAMPOS,12  39417022,12  33229433,12  33229433,contabilidadem@yahoo.com.br,50,50000.00,01,1,2009-06-22,,0,,,,,"XINGU, 271 — VILA SAO BENTO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10915192000110,1,OSCAR PORCELLI FLORIS,,2,2009-03-10,0,,,,2135,2009-03-10,7312200,RUA,SANTA BRANCA,38,,VILA DAS ACACIAS,12231220,SP,7099,SAO JOSE DOS CAMPOS,12  39211870,,,cont.band@terra.com.br,50,50000.00,01,1,2009-03-10,,0,,,,,"SANTA BRANCA, 38 — VILA DAS ACACIAS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10916289000147,1,ANTONIO BATISTA GRACIANO,,2,2009-06-24,0,,,,4120,2009-06-24,151202,ESTRADA,SAO FRANCISCO XAVIER,S/N,,RIO DO PEIXE,12249000,SP,7099,SAO JOSE DOS CAMPOS,12  39229099,,,,59,0.00,05,0,,,0,,,,,"SAO FRANCISCO XAVIER, S/N — RIO DO PEIXE",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10916293000296,2,FELIPE ANGELIN,,2,2010-02-04,0,,,,4120,2010-02-04,151201,RODOVIA,PRES.DUTRA KM 308,S/N,SITIO ANGELIN,EUGENIO DE MELO,12247820,SP,7099,SAO JOSE DOS CAMPOS,12  39229099,12  39229906,,,59,0.00,05,0,,,0,,,,,"PRES.DUTRA KM 308, S/N — EUGENIO DE MELO",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10916873000100,1,VALTER ALVES VIANA,,2,2009-05-07,0,,,,4120,2009-05-07,131800,ESTRADA,"MUNICIPAL PERNAMBUCANA, NONA TRAVESSA",386,,PUTIM,12228000,SP,7099,SAO JOSE DOS CAMPOS,12  39415642,12  39411818,12  39239276,giselemcorrea@uol.com.br,59,0.00,05,0,,,0,,,,,"MUNICIPAL PERNAMBUCANA, NONA TRAVESSA, 386 — PUTIM",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10917140000182,1,PELAGRO SERVICOS EM AGRONEGOCIOS LTDA,,2,2009-06-10,0,,,,2062,2009-06-10,7490103,RUA,ANESIA NUNES MATARAZZO,85,SALA  1,VILA BETANIA,12245581,SP,7099,SAO JOSE DOS CAMPOS,12  32045240,12  81134834,,marco@artconcontabil.com.br,49,1000.00,05,0,,,0,,,,,"ANESIA NUNES MATARAZZO, 85 — VILA BETANIA",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
10917142000171,1,WELLINGTON DE FREITAS GUIZALBERTH,PIZZARIA & ESFIHARIA LELLOS,2,2009-06-18,0,,,,2135,2009-06-18,5620104,AVENIDA,ANDROMEDA,3762,,BOSQUE DOS EUCALIPTOS,12233001,SP,7099,SAO JOSE DOS CAMPOS,12  39163181,,,WELLINGTONFREITAS0222@YAHOO.COM.BR,50,10000.00,01,1,2020-01-01,,0,,,,,"ANDROMEDA, 3762 — BOSQUE DOS EUCALIPTOS",SAO JOSE DOS CAMPOS,,,,,,,,pendente,,,,,2026-04-15T16:02:21.245798
